query_table,query_column,candidate_table,candidate_column,llm_response,approved
countries_metadatacountries,CountryName,countries_metadatacountries,CountryName,Yes,True
countries_metadatacountries,CountryName,us_companies_copy,country,Yes,True
countries_metadatacountries,CountryName,us_companies,country,Yes,True
countries_metadatacountries,CountryName,movies,country,Yes,True
countries_metadatacountries,CountryName,usa_cars_datasets,country,Yes,True
countries_metadatacountries,CountryName,movie_metadata,country,Yes,True
countries_metadatacountries,CountryName,ukdebate,country,Yes,True
countries_metadatacountries,CountryName,countries_data,CountryName,Yes,True
countries_metadatacountries,CountryName,cwurdata,country,Yes,True
countries_metadatacountries,CountryName,whr2015,Country,Yes,True
countries_metadatacountries,CountryName,acquisitions,Country,Yes,True
countries_metadatacountries,CountryName,gender_development,Country,Yes,True
countries_metadatacountries,CountryName,moviesonstreamingplatforms_updated,Country,Yes,True
countries_metadatacountries,CountryName,netflix_titles,country,Yes,True
countries_metadatacountries,CountryName,world-cities,country,Yes,True
countries_metadatacountries,CountryName,countries_of_the_world,Country,Yes,True
countries_metadatacountries,CountryName,word_university_rank_2020,Country,Yes,True
countries_metadatacountries,CountryName,world_countries_env_vars,Country,Yes,True
countries_metadatacountries,CountryName,who_suicide_statistics,country,"**Answer:** Yes

**Explanation:**  
Both columns represent geopolitical entities that are conceptually the same – *countries* (or sovereign states / territories).  
- The `CountryName` column in `countries_metadatacountries` lists official country names, regions, and some special notes (e.g., “Arab World”, “Central Europe and the Baltics”).  
- The `country` column in `who_suicide_statistics` lists countries/territories where suicide data are reported.

A substantial portion of the values overlap (e.g., “United Kingdom”, “Bulgaria”, “Armenia”, “Hong Kong SAR”, “Greece”, “France”, “Colombia”, etc.), and the syntactic forms differ only in minor ways (abbreviations, formal names, or inclusion of “SAR”, “Republic of”, etc.). According to the guidelines, such differences are acceptable and the columns are considered semantically joinable.",True
countries_metadatacountries,CountryName,edu,country,Yes,True
countries_metadatacountries,CountryName,world_country,Name,Yes,True
countries_metadatacountries,CountryName,adventureworks2014_countryregion,Name,Yes,True
countries_metadatacountries,CountryName,countries_and_continents,name,Yes,True
countries_metadatacountries,CountryName,directory,Country,Yes,True
countries_metadatacountries,CountryName,fifa_ranking,country_full,Yes,True
countries_metadatacountries,CountryName,hfi_cc_2018,countries,Yes,True
countries_metadatacountries,CountryName,world_city,CountryCode,Yes,True
countries_metadatacountries,CountryName,world_countrylanguage,CountryCode,Yes,True
countries_metadatacountries,CountryName,countries_metadatacountries,CountryCode,Yes,True
countries_metadatacountries,CountryName,countries_target,CountryCode,Yes,True
countries_metadatacountries,CountryName,countries_and_continents,ISO4217-currency_country_name,Yes,True
countries_metadatacountries,CountryName,countries_data,CountryCode,Yes,True
countries_metadatacountries,CountryName,countries_and_continents,official_name_en,Yes,True
countries_metadatacountries,CountryName,fifa_ranking,country_abrv,Yes,True
countries_metadatacountries,CountryName,cars93,Origin,No,False
countries_metadatacountries,CountryName,language,countrycodes,Yes,True
countries_metadatacountries,CountryName,hfi_cc_2018,region,No,False
countries_metadatacountries,CountryName,world_country,Region,No,False
countries_metadatacountries,CountryName,adventureworks2014_salesterritory,Name,**Yes**,True
countries_metadatacountries,CountryName,world_country,LocalName,Yes,True
countries_metadatacountries,CountryName,whr2015,Region,No,False
countries_metadatacountries,CountryName,adventureworks2014_salesterritory,CountryRegionCode,Yes,True
countries_metadatacountries,CountryName,booking,city,No,False
countries_metadatacountries,CountryName,adventureworks2014_stateprovince,CountryRegionCode,Yes,True
countries_metadatacountries,CountryName,countries_and_continents,Geoname_ID,No,False
countries_metadatacountries,CountryName,countries_and_continents,official_name_fr,Yes,True
countries_metadatacountries,CountryName,countries_of_the_world,Region,No,False
countries_metadatacountries,CountryName,adventureworks2014_countryregioncurrency,CountryRegionCode,Yes,True
countries_metadatacountries,CountryName,countries_metadatacountries,Region,No,False
countries_metadatacountries,CountryName,adventureworks2014_countryregion,CountryRegionCode,Yes,True
countries_of_the_world,Country,movies,country,Yes,True
countries_of_the_world,Country,usa_cars_datasets,country,Yes,True
countries_of_the_world,Country,movie_metadata,country,Yes,True
countries_of_the_world,Country,us_companies_copy,country,Yes,True
countries_of_the_world,Country,us_companies,country,Yes,True
countries_of_the_world,Country,cwurdata,country,Yes,True
countries_of_the_world,Country,ukdebate,country,Yes,True
countries_of_the_world,Country,moviesonstreamingplatforms_updated,Country,Yes,True
countries_of_the_world,Country,netflix_titles,country,Yes,True
countries_of_the_world,Country,world-cities,country,Yes,True
countries_of_the_world,Country,acquisitions,Country,Yes,True
countries_of_the_world,Country,word_university_rank_2020,Country,Yes,True
countries_of_the_world,Country,whr2015,Country,**Yes**,True
countries_of_the_world,Country,gender_development,Country,Yes,True
countries_of_the_world,Country,countries_of_the_world,Country,Yes,True
countries_of_the_world,Country,world_countries_env_vars,Country,Yes,True
countries_of_the_world,Country,who_suicide_statistics,country,Yes,True
countries_of_the_world,Country,edu,country,Yes,True
countries_of_the_world,Country,countries_metadatacountries,CountryName,Yes,True
countries_of_the_world,Country,countries_data,CountryName,No,False
countries_of_the_world,Country,directory,Country,Yes,True
countries_of_the_world,Country,hfi_cc_2018,countries,Yes,True
countries_of_the_world,Country,fifa_ranking,country_full,Yes,True
countries_of_the_world,Country,fifa_ranking,country_abrv,Yes,True
countries_of_the_world,Country,cars93,Origin,No,False
countries_of_the_world,Country,adventureworks2014_countryregion,Name,Yes,True
countries_of_the_world,Country,world_country,Name,Yes,True
countries_of_the_world,Country,countries_and_continents,name,Yes,True
countries_of_the_world,Country,world_country,Region,No,False
countries_of_the_world,Country,hfi_cc_2018,region,No,False
countries_of_the_world,Country,countries_and_continents,ISO4217-currency_country_name,Yes,True
countries_of_the_world,Country,world_city,CountryCode,Yes,True
countries_of_the_world,Country,whr2015,Region,"**No**  

**Reasoning:**  
The column `Country` lists individual sovereign states, while the column `Region` lists broader geographic groupings that comprise multiple countries (e.g., “Western Europe”, “North America”). These two columns represent different entity types (country vs. region) and their values do not overlap; a country name is not a region name. Therefore they are not semantically joinable for feature augmentation.",False
countries_of_the_world,Country,world_countrylanguage,CountryCode,Yes,True
countries_of_the_world,Country,countries_metadatacountries,CountryCode,Yes,True
countries_of_the_world,Country,countries_target,CountryCode,Yes,True
countries_of_the_world,Country,countries_data,CountryCode,Yes,True
countries_of_the_world,Country,language,countrycodes,Yes,True
countries_of_the_world,Country,countries_of_the_world,Region,No,False
countries_of_the_world,Country,countries_and_continents,official_name_en,Yes,True
countries_of_the_world,Country,countries_metadatacountries,Region,No,False
countries_of_the_world,Country,booking,city,No,False
countries_of_the_world,Country,ukdebate,region,No,False
countries_of_the_world,Country,adventureworks2014_stateprovince,CountryRegionCode,"**Yes** 

**Reason:**  
- The `Country` column lists full country names (e.g., ""United States of America"", ""Canada"").  
- The `CountryRegionCode` column contains standard country codes (e.g., ""US"", ""CA"", ""GB"").  
- Both columns refer to the same real‑world entities—countries—just expressed in different syntactic forms (full names vs. ISO 2‑letter codes).  
- Over half of the values in the two columns map directly to the same countries, satisfying the overlap criterion.  

Thus, they are semantically joinable for feature augmentation.",True
countries_of_the_world,Country,adventureworks2014_salesterritory,CountryRegionCode,Yes.,True
countries_of_the_world,Country,adventureworks2014_countryregioncurrency,CountryRegionCode,Yes,True
countries_of_the_world,Country,adventureworks2014_countryregion,CountryRegionCode,Yes,True
countries_of_the_world,Country,spellingstates,state,No,False
countries_of_the_world,Country,usa_cars_datasets,state,No,False
countries_of_the_world,Country,google_books_dataset,language,No,False
cwurdata,country,movies,country,Yes,True
cwurdata,country,usa_cars_datasets,country,Yes,True
cwurdata,country,movie_metadata,country,Yes,True
cwurdata,country,us_companies,country,Yes,True
cwurdata,country,us_companies_copy,country,Yes,True
cwurdata,country,moviesonstreamingplatforms_updated,Country,Yes,True
cwurdata,country,netflix_titles,country,Yes,True
cwurdata,country,world-cities,country,Yes,True
cwurdata,country,cwurdata,country,Yes,True
cwurdata,country,ukdebate,country,Yes,True
cwurdata,country,acquisitions,Country,Yes,True
cwurdata,country,word_university_rank_2020,Country,Yes,True
cwurdata,country,who_suicide_statistics,country,Yes,True
cwurdata,country,whr2015,Country,Yes,True
cwurdata,country,edu,country,Yes,True
cwurdata,country,gender_development,Country,Yes,True
cwurdata,country,countries_of_the_world,Country,Yes,True
cwurdata,country,world_countries_env_vars,Country,Yes,True
cwurdata,country,countries_data,CountryName,Yes,True
cwurdata,country,directory,Country,Yes,True
cwurdata,country,countries_metadatacountries,CountryName,Yes,True
cwurdata,country,cars93,Origin,Yes,True
cwurdata,country,hfi_cc_2018,countries,Yes,True
cwurdata,country,fifa_ranking,country_abrv,Yes,True
cwurdata,country,fifa_ranking,country_full,Yes,True
cwurdata,country,world_city,CountryCode,Yes,True
cwurdata,country,countries_data,CountryCode,Yes,True
cwurdata,country,world_countrylanguage,CountryCode,Yes,True
cwurdata,country,countries_metadatacountries,CountryCode,Yes,True
cwurdata,country,countries_target,CountryCode,Yes,True
cwurdata,country,language,countrycodes,Yes,True
cwurdata,country,ukdebate,region,No,False
cwurdata,country,adventureworks2014_salesterritory,CountryRegionCode,Yes,True
cwurdata,country,usa_cars_datasets,state,No,False
cwurdata,country,spellingstates,state,No,False
cwurdata,country,adventureworks2014_stateprovince,CountryRegionCode,Yes,True
cwurdata,country,us_companies,city,**No**,False
cwurdata,country,google_books_dataset,language,No,False
cwurdata,country,minimum_wage_data,State,No,False
cwurdata,country,reveal_eeo1_for_2016,year,No,False
cwurdata,country,world_country,Name,Yes,True
cwurdata,country,adventureworks2014_countryregion,Name,Yes,True
cwurdata,country,countries_and_continents,name,Yes,True
cwurdata,country,hfi_cc_2018,region,No,False
cwurdata,country,adventureworks2014_countryregioncurrency,CountryRegionCode,Yes,True
cwurdata,country,movies,year,No,False
cwurdata,country,imdb-movie-data,Year,No,False
cwurdata,country,moviesonstreamingplatforms_updated,Year,No,False
cwurdata,country,usa_cars_datasets,year,No,False
cwurdata,country,adventureworks2014_countryregion,CountryRegionCode,Yes,True
edu,country,movies,country,Yes,True
edu,country,usa_cars_datasets,country,Yes,True
edu,country,movie_metadata,country,Yes,True
edu,country,us_companies,country,Yes,True
edu,country,us_companies_copy,country,Yes,True
edu,country,ukdebate,country,Yes,True
edu,country,cwurdata,country,Yes,True
edu,country,moviesonstreamingplatforms_updated,Country,Yes,True
edu,country,netflix_titles,country,Yes,True
edu,country,world-cities,country,Yes,True
edu,country,acquisitions,Country,Yes,True
edu,country,whr2015,Country,Yes,True
edu,country,word_university_rank_2020,Country,Yes,True
edu,country,gender_development,Country,Yes,True
edu,country,countries_of_the_world,Country,Yes,True
edu,country,world_countries_env_vars,Country,Yes,True
edu,country,edu,country,Yes,True
edu,country,who_suicide_statistics,country,Yes,True
edu,country,countries_metadatacountries,CountryName,Yes,True
edu,country,countries_data,CountryName,Yes,True
edu,country,directory,Country,Yes,True
edu,country,hfi_cc_2018,countries,Yes,True
edu,country,fifa_ranking,country_full,Yes,True
edu,country,fifa_ranking,country_abrv,Yes,True
edu,country,hfi_cc_2018,region,"Yes

The two columns contain geographic entities that overlap in meaning.  
The `edu.country` column lists many entities that are actual countries, but it also includes region‑level categories such as “Middle East & North Africa,” “Sub‑Saharan Africa,” “Latin America & the Caribbean,” etc. These same region names appear verbatim (or very close variants) in the `hfi_cc_2018.region` column.  

Even though the granularity differs (country vs. region), the semantic overlap is sufficient for a join that can enrich features with regional context. Therefore, the columns are considered semantically joinable.",True
edu,country,world_country,Region,No,False
edu,country,cars93,Origin,No,False
edu,country,whr2015,Region,Yes,True
edu,country,adventureworks2014_countryregion,Name,Yes,True
edu,country,world_country,Name,Yes,True
edu,country,countries_and_continents,name,"**Yes**  

The `edu.country` column contains many actual country names that overlap with the `countries_and_continents.name` column (e.g., *MONTENEGRO*, *RWANDA*, *BURKINA FASO*, *BHUTAN*, *BARBADOS*, *RUSSIAN FEDERATION* → *RUSSIA*, *KOREA, REP.* → *KOREA*, *KOREA, DEM. PEOPLE’S REP.* → *KOREA*, *MONTENEGRO*, etc.).  
Although the `edu.country` column also includes some regional or income‑category labels (e.g., *MIDDLE INCOME*, *EURO AREA*, *SUB‑SAHARA AFRICA (EXCLUDING HIGH INCOME)*), these are still semantically related to country groupings and can be mapped to the underlying country entities.  

Given the substantial overlap (well over half of the values correspond to real countries) and the instruction to err on the side of inclusion, the two columns can be considered semantically joinable for feature augmentation.",True
edu,country,countries_and_continents,ISO4217-currency_country_name,Yes,True
edu,country,world_city,CountryCode,Yes,True
edu,country,world_countrylanguage,CountryCode,**No**,False
edu,country,countries_of_the_world,Region,Yes,True
edu,country,countries_metadatacountries,CountryCode,Yes,True
edu,country,countries_target,CountryCode,Yes,True
edu,country,countries_metadatacountries,Region,Yes,True
edu,country,countries_data,CountryCode,Yes,True
edu,country,language,countrycodes,Yes,True
edu,country,countries_and_continents,official_name_en,Yes,True
edu,country,adventureworks2014_stateprovince,CountryRegionCode,Yes,True
edu,country,adventureworks2014_salesterritory,CountryRegionCode,No,False
edu,country,adventureworks2014_countryregioncurrency,CountryRegionCode,Yes,True
edu,country,adventureworks2014_countryregion,CountryRegionCode,Yes,True
edu,country,ukdebate,region,**No**,False
edu,country,booking,city,No,False
edu,country,affirmative_asylum,ContinentCountryofNationality,Yes,True
edu,country,population_by_country_2020,CountryDependency,**Answer: No**,False
edu,country,spellingstates,state,No,False
fifa_ranking,country_full,fifa_ranking,country_full,Yes,True
fifa_ranking,country_full,directory,Country,Yes,True
fifa_ranking,country_full,gender_development,Country,Yes,True
fifa_ranking,country_full,whr2015,Country,Yes,True
fifa_ranking,country_full,countries_of_the_world,Country,Yes,True
fifa_ranking,country_full,world_countries_env_vars,Country,Yes,True
fifa_ranking,country_full,hfi_cc_2018,countries,Yes,True
fifa_ranking,country_full,ukdebate,country,Yes,True
fifa_ranking,country_full,us_companies_copy,country,Yes,True
fifa_ranking,country_full,us_companies,country,Yes,True
fifa_ranking,country_full,acquisitions,Country,Yes,True
fifa_ranking,country_full,movies,country,Yes,True
fifa_ranking,country_full,usa_cars_datasets,country,Yes,True
fifa_ranking,country_full,movie_metadata,country,Yes,True
fifa_ranking,country_full,cwurdata,country,Yes,True
fifa_ranking,country_full,word_university_rank_2020,Country,Yes,True
fifa_ranking,country_full,countries_metadatacountries,CountryName,Yes,True
fifa_ranking,country_full,edu,country,Yes,True
fifa_ranking,country_full,moviesonstreamingplatforms_updated,Country,Yes,True
fifa_ranking,country_full,netflix_titles,country,Yes,True
fifa_ranking,country_full,world-cities,country,Yes,True
fifa_ranking,country_full,who_suicide_statistics,country,Yes,True
fifa_ranking,country_full,language,countrycodes,Yes,True
fifa_ranking,country_full,countries_data,CountryName,Yes,True
fifa_ranking,country_full,countries_data,CountryCode,Yes,True
fifa_ranking,country_full,fifa_ranking,country_abrv,Yes,True
fifa_ranking,country_full,world_city,CountryCode,Yes,True
fifa_ranking,country_full,world_countrylanguage,CountryCode,Yes,True
fifa_ranking,country_full,countries_metadatacountries,CountryCode,Yes,True
fifa_ranking,country_full,countries_target,CountryCode,Yes,True
fifa_ranking,country_full,adventureworks2014_countryregioncurrency,CountryRegionCode,Yes,True
fifa_ranking,country_full,adventureworks2014_countryregion,CountryRegionCode,Yes,True
fifa_ranking,country_full,adventureworks2014_stateprovince,CountryRegionCode,Yes,True
fifa_ranking,country_full,population_by_country_2020,CountryDependency,Yes,True
fifa_ranking,country_full,adventureworks2014_salesterritory,CountryRegionCode,Yes,True
fifa_ranking,country_full,affirmative_asylum,ContinentCountryofNationality,Yes,True
fifa_ranking,country_full,adventureworks2014_countryregion,Name,Yes,True
fifa_ranking,country_full,countries_and_continents,official_name_en,Yes,True
fifa_ranking,country_full,world_country,Name,Yes,True
fifa_ranking,country_full,countries_and_continents,name,Yes,True
fifa_ranking,country_full,world-cities,subcountry,No,False
fifa_ranking,country_full,countries_and_continents,ISO4217-currency_country_name,Yes,True
fifa_ranking,country_full,who_suicide_statistics,population,No,False
fifa_ranking,country_full,world_country,Region,No,False
fifa_ranking,country_full,edu,Population,Yes,True
fifa_ranking,country_full,worldcitiespop,Population,No,False
fifa_ranking,country_full,population_by_country_2020,Population2020,Yes,True
fifa_ranking,country_full,hfi_cc_2018,region,No,False
fifa_ranking,country_full,countries_metadatacountries,Region,No,False
fifa_ranking,country_full,world_country,Population,No,False
gender_development,Country,movies,country,Yes,True
gender_development,Country,usa_cars_datasets,country,Yes,True
gender_development,Country,movie_metadata,country,Yes,True
gender_development,Country,us_companies_copy,country,Yes,True
gender_development,Country,us_companies,country,Yes,True
gender_development,Country,cwurdata,country,Yes,True
gender_development,Country,ukdebate,country,Yes,True
gender_development,Country,moviesonstreamingplatforms_updated,Country,Yes,True
gender_development,Country,netflix_titles,country,Yes,True
gender_development,Country,world-cities,country,Yes,True
gender_development,Country,acquisitions,Country,Yes,True
gender_development,Country,whr2015,Country,Yes,True
gender_development,Country,word_university_rank_2020,Country,Yes,True
gender_development,Country,gender_development,Country,Yes,True
gender_development,Country,countries_of_the_world,Country,Yes,True
gender_development,Country,world_countries_env_vars,Country,Yes,True
gender_development,Country,who_suicide_statistics,country,Yes,True
gender_development,Country,edu,country,Yes,True
gender_development,Country,countries_metadatacountries,CountryName,Yes,True
gender_development,Country,countries_data,CountryName,Yes,True
gender_development,Country,directory,Country,Yes,True
gender_development,Country,hfi_cc_2018,countries,Yes,True
gender_development,Country,fifa_ranking,country_full,**Yes**,True
gender_development,Country,fifa_ranking,country_abrv,Yes,True
gender_development,Country,cars93,Origin,Yes,True
gender_development,Country,hfi_cc_2018,region,No,False
gender_development,Country,adventureworks2014_countryregion,Name,Yes,True
gender_development,Country,world_country,Name,Yes,True
gender_development,Country,countries_and_continents,name,Yes,True
gender_development,Country,world_country,Region,No,False
gender_development,Country,whr2015,Region,No,False
gender_development,Country,countries_and_continents,ISO4217-currency_country_name,Yes,True
gender_development,Country,world_city,CountryCode,Yes,True
gender_development,Country,world_countrylanguage,CountryCode,Yes,True
gender_development,Country,countries_of_the_world,Region,No,False
gender_development,Country,countries_metadatacountries,CountryCode,Yes,True
gender_development,Country,countries_target,CountryCode,Yes,True
gender_development,Country,countries_data,CountryCode,Yes,True
gender_development,Country,countries_metadatacountries,Region,No,False
gender_development,Country,language,countrycodes,Yes,True
gender_development,Country,countries_and_continents,official_name_en,Yes,True
gender_development,Country,booking,city,No,False
gender_development,Country,ukdebate,region,No,False
gender_development,Country,adventureworks2014_stateprovince,CountryRegionCode,Yes,True
gender_development,Country,adventureworks2014_salesterritory,CountryRegionCode,"Yes

The two columns both represent countries. One column lists full country names, while the other contains ISO‑3166 alpha‑2 country codes. Despite the different syntactic forms, the values overlap (e.g., US ↔ “United States”, CA ↔ “Canada”, FR ↔ “France”, DE ↔ “Germany”, AU ↔ “Australia”, GB ↔ “United Kingdom”), indicating that the columns are semantically joinable for feature augmentation.",True
gender_development,Country,adventureworks2014_countryregioncurrency,CountryRegionCode,Yes,True
gender_development,Country,adventureworks2014_countryregion,CountryRegionCode,Yes,True
gender_development,Country,spellingstates,state,No,False
gender_development,Country,usa_cars_datasets,state,No,False
gender_development,Country,google_books_dataset,language,No,False
hfi_cc_2018,countries,hfi_cc_2018,countries,Yes,True
hfi_cc_2018,countries,ukdebate,country,Yes,True
hfi_cc_2018,countries,movies,country,Yes,True
hfi_cc_2018,countries,usa_cars_datasets,country,Yes,True
hfi_cc_2018,countries,movie_metadata,country,Yes,True
hfi_cc_2018,countries,whr2015,Country,Yes,True
hfi_cc_2018,countries,gender_development,Country,Yes,True
hfi_cc_2018,countries,us_companies_copy,country,Yes,True
hfi_cc_2018,countries,us_companies,country,Yes,True
hfi_cc_2018,countries,cwurdata,country,Yes,True
hfi_cc_2018,countries,netflix_titles,country,Yes,True
hfi_cc_2018,countries,moviesonstreamingplatforms_updated,Country,Yes,True
hfi_cc_2018,countries,world-cities,country,Yes,True
hfi_cc_2018,countries,countries_of_the_world,Country,Yes,True
hfi_cc_2018,countries,acquisitions,Country,Yes,True
hfi_cc_2018,countries,world_countries_env_vars,Country,Yes,True
hfi_cc_2018,countries,word_university_rank_2020,Country,Yes,True
hfi_cc_2018,countries,edu,country,Yes,True
hfi_cc_2018,countries,fifa_ranking,country_full,Yes,True
hfi_cc_2018,countries,countries_metadatacountries,CountryName,Yes,True
hfi_cc_2018,countries,who_suicide_statistics,country,Yes,True
hfi_cc_2018,countries,countries_data,CountryName,Yes,True
hfi_cc_2018,countries,directory,Country,Yes,True
hfi_cc_2018,countries,hfi_cc_2018,region,No,False
hfi_cc_2018,countries,whr2015,Region,No,False
hfi_cc_2018,countries,countries_metadatacountries,Region,No,False
hfi_cc_2018,countries,language,countrycodes,Yes,True
hfi_cc_2018,countries,world_country,Region,No,False
hfi_cc_2018,countries,countries_of_the_world,Region,No,False
hfi_cc_2018,countries,affirmative_asylum,ContinentCountryofNationality,"**Answer: Yes**

**Reason:**  
The column `hfi_cc_2018.countries` contains country names.  
The column `affirmative_asylum.ContinentCountryofNationality` contains a mix of continent names and country names, but **the majority of its non‑contiguous values are country names** that appear in the first column (e.g., India, Kenya, Mexico, Brazil, etc.).  

Because the two columns share a substantial semantic overlap in representing country entities—and given the instruction to err on the side of inclusion for potential feature augmentation—these columns can be considered semantically joinable.",True
hfi_cc_2018,countries,fifa_ranking,country_abrv,Yes,True
hfi_cc_2018,countries,countries_and_continents,ISO4217-currency_country_name,Yes,True
hfi_cc_2018,countries,adventureworks2014_countryregioncurrency,CountryRegionCode,Yes,True
hfi_cc_2018,countries,population_by_country_2020,CountryDependency,Yes,True
hfi_cc_2018,countries,adventureworks2014_countryregion,CountryRegionCode,Yes,True
hfi_cc_2018,countries,adventureworks2014_stateprovince,CountryRegionCode,Yes,True
hfi_cc_2018,countries,world_city,CountryCode,Yes,True
hfi_cc_2018,countries,countries_metadatacountries,CountryCode,Yes,True
hfi_cc_2018,countries,countries_target,CountryCode,Yes,True
hfi_cc_2018,countries,world_countrylanguage,CountryCode,Yes,True
hfi_cc_2018,countries,countries_data,CountryCode,Yes,True
hfi_cc_2018,countries,adventureworks2014_salesterritory,CountryRegionCode,Yes,True
hfi_cc_2018,countries,world_country,Continent,No,False
hfi_cc_2018,countries,adventureworks2014_countryregion,Name,Yes,True
hfi_cc_2018,countries,world_country,Name,Yes,True
hfi_cc_2018,countries,countries_and_continents,Continent,No,False
hfi_cc_2018,countries,countries_and_continents,official_name_en,Yes,True
hfi_cc_2018,countries,countries_and_continents,name,Yes,True
hfi_cc_2018,countries,adventureworks2014_salesterritory,Group,No,False
hfi_cc_2018,countries,world-cities,subcountry,No,False
movie_metadata,country,movies,country,Yes,True
movie_metadata,country,usa_cars_datasets,country,Yes,True
movie_metadata,country,movie_metadata,country,Yes,True
movie_metadata,country,us_companies_copy,country,Yes,True
movie_metadata,country,us_companies,country,Yes,True
movie_metadata,country,moviesonstreamingplatforms_updated,Country,Yes,True
movie_metadata,country,netflix_titles,country,Yes,True
movie_metadata,country,world-cities,country,Yes,True
movie_metadata,country,acquisitions,Country,Yes,True
movie_metadata,country,cwurdata,country,Yes,True
movie_metadata,country,ukdebate,country,Yes,True
movie_metadata,country,word_university_rank_2020,Country,Yes,True
movie_metadata,country,who_suicide_statistics,country,Yes,True
movie_metadata,country,edu,country,Yes,True
movie_metadata,country,whr2015,Country,Yes,True
movie_metadata,country,gender_development,Country,Yes,True
movie_metadata,country,countries_of_the_world,Country,Yes,True
movie_metadata,country,world_countries_env_vars,Country,Yes,True
movie_metadata,country,directory,Country,Yes,True
movie_metadata,country,countries_data,CountryName,Yes,True
movie_metadata,country,cars93,Origin,No,False
movie_metadata,country,countries_metadatacountries,CountryName,"Yes

The two columns both represent countries (or country names in abbreviated or full form). A substantial portion of the country values in the `movie_metadata.country` column appear in the `countries_metadatacountries.CountryName` list, sometimes in abbreviated form (e.g., “UK” vs. “United Kingdom”, “USA” vs. “United States” which is omitted but the concept is clear). The semantic entity type is the same—countries—so they are joinable for feature augmentation.",True
movie_metadata,country,usa_cars_datasets,state,No,False
movie_metadata,country,adventureworks2014_salesterritory,CountryRegionCode,**Yes**,True
movie_metadata,country,spellingstates,state,No,False
movie_metadata,country,hfi_cc_2018,countries,Yes,True
movie_metadata,country,ukdebate,region,Yes,True
movie_metadata,country,fifa_ranking,country_abrv,**Yes**,True
movie_metadata,country,minimum_wage_data,State,No,False
movie_metadata,country,world_city,CountryCode,"Yes

The two columns both refer to **countries**.  
- `movie_metadata.country` contains country names or common abbreviations such as “UK”, “USA”, “India”, etc.  
- `world_city.CountryCode` contains ISO‑3166‑1 alpha‑3 codes such as “GBR”, “USA”, “IND”, etc.

They are the same conceptual entity (countries) expressed in different syntactic forms (full names, two‑letter abbreviations, three‑letter ISO codes). Therefore, they are semantically joinable for feature augmentation.",True
movie_metadata,country,countries_data,CountryCode,Yes,True
movie_metadata,country,world_countrylanguage,CountryCode,Yes,True
movie_metadata,country,language,countrycodes,Yes,True
movie_metadata,country,countries_metadatacountries,CountryCode,Yes,True
movie_metadata,country,countries_target,CountryCode,Yes,True
movie_metadata,country,fifa_ranking,country_full,Yes,True
movie_metadata,country,us_companies,city,No,False
movie_metadata,country,adventureworks2014_stateprovince,CountryRegionCode,Yes,True
movie_metadata,country,us_companies,state,No,False
movie_metadata,country,google_books_dataset,language,No,False
movie_metadata,country,us_companies_copy,city,No,False
movie_metadata,country,reveal_eeo1_for_2016,year,No,False
movie_metadata,country,us_companies_copy,state,No,False
movie_metadata,country,google_books_1299,language,No,False
movie_metadata,country,movie_metadata,language,No,False
movie_metadata,country,moviesonstreamingplatforms_updated,Year,No,False
movie_metadata,country,moviesonstreamingplatforms_updated,Language,No,False
movie_metadata,country,adventureworks2014_countryregioncurrency,CountryRegionCode,Yes,True
movie_metadata,country,adventureworks2014_countryregion,CountryRegionCode,Yes,True
movie_metadata,country,tv_shows,Year,No,False
movies,country,movies,country,Yes,True
movies,country,usa_cars_datasets,country,Yes,True
movies,country,movie_metadata,country,Yes,True
movies,country,us_companies_copy,country,Yes,True
movies,country,us_companies,country,Yes,True
movies,country,moviesonstreamingplatforms_updated,Country,Yes,True
movies,country,netflix_titles,country,Yes,True
movies,country,world-cities,country,Yes,True
movies,country,acquisitions,Country,Yes,True
movies,country,cwurdata,country,Yes,True
movies,country,ukdebate,country,Yes,True
movies,country,word_university_rank_2020,Country,Yes,True
movies,country,who_suicide_statistics,country,Yes,True
movies,country,edu,country,Yes,True
movies,country,whr2015,Country,Yes,True
movies,country,gender_development,Country,Yes,True
movies,country,countries_of_the_world,Country,Yes,True
movies,country,world_countries_env_vars,Country,Yes,True
movies,country,directory,Country,Yes,True
movies,country,countries_data,CountryName,Yes,True
movies,country,cars93,Origin,Yes,True
movies,country,countries_metadatacountries,CountryName,Yes,True
movies,country,usa_cars_datasets,state,**No**,False
movies,country,adventureworks2014_salesterritory,CountryRegionCode,Yes,True
movies,country,spellingstates,state,No,False
movies,country,hfi_cc_2018,countries,Yes,True
movies,country,fifa_ranking,country_abrv,Yes,True
movies,country,ukdebate,region,No,False
movies,country,world_city,CountryCode,Yes,True
movies,country,minimum_wage_data,State,No,False
movies,country,countries_data,CountryCode,Yes,True
movies,country,world_countrylanguage,CountryCode,Yes,True
movies,country,language,countrycodes,Yes,True
movies,country,countries_metadatacountries,CountryCode,Yes,True
movies,country,countries_target,CountryCode,Yes,True
movies,country,fifa_ranking,country_full,Yes,True
movies,country,adventureworks2014_stateprovince,CountryRegionCode,Yes,True
movies,country,us_companies,city,No,False
movies,country,google_books_dataset,language,No,False
movies,country,us_companies,state,No,False
movies,country,us_companies_copy,city,No,False
movies,country,reveal_eeo1_for_2016,year,No,False
movies,country,us_companies_copy,state,No,False
movies,country,moviesonstreamingplatforms_updated,Year,No,False
movies,country,google_books_1299,language,No,False
movies,country,movie_metadata,language,No,False
