query_table,query_column,query_value,candidate_table,candidate_column,candidate_value
footballmatch_left,title,2012 conference national play-off final,footballmatch_right,title,2012 conference premier play-off final
footballmatch_left,title,1982 fifa world cup final,footballmatch_right,title,brazil v italy (1982 fifa world cup)
footballmatch_left,title,1938 fifa world cup final,footballmatch_right,title,poland v brazil (1938 fifa world cup)
footballmatch_left,title,battle of santiago,footballmatch_right,title,battle of santiago (1962 fifa world cup)
stadium_left,title,yadegar-e emam stadium,venue_left,title,yadegar-e emam stadium (qom)
stadium_left,title,goggin ice center,venue_left,title,goggin ice arena
stadium_left,title,oulun energia areena,venue_left,title,energia areena
stadium_left,title,fukui prefectural stadium,venue_left,title,technoport fukui stadium
ethnicgroup_left,title,non-resident indian and person of indian origin,ethnicgroup_right,title,non-resident indian and person of indian origin
ethnicgroup_left,title,afro ecuadorian,ethnicgroup_right,title,afro-ecuadorian
ethnicgroup_left,title,afro-turks,ethnicgroup_right,title,afro turks
ethnicgroup_left,title,albanian canadian,ethnicgroup_right,title,albanian-canadian
ethnicgroup_left,title,romani in canada,ethnicgroup_right,title,romani people in canada
ethnicgroup_left,title,anglo-celtic australian,ethnicgroup_right,title,anglo-celtic australians
ethnicgroup_left,title,snoqualmie tribe,ethnicgroup_right,title,snoqualmie indian tribe
ethnicgroup_left,title,tibetan canadian,ethnicgroup_right,title,tibetan canadians
ethnicgroup_left,title,chin peoples,ethnicgroup_right,title,chin people
ethnicgroup_left,title,mulukanadu brahmins,ethnicgroup_right,title,mulukanadu brahmin
ethnicgroup_left,title,igbo american,ethnicgroup_right,title,igbo americans
ethnicgroup_left,title,iu mien american,ethnicgroup_right,title,iu mien americans
ethnicgroup_left,title,greek american,ethnicgroup_right,title,greek americans
ethnicgroup_left,title,chilean canadian,ethnicgroup_right,title,chilean canadians
ethnicgroup_left,title,cambodian australian,ethnicgroup_right,title,cambodian australians
ethnicgroup_left,title,laotian australian,ethnicgroup_right,title,laotian australians
ethnicgroup_left,title,slovene american,ethnicgroup_right,title,slovene americans
ethnicgroup_left,title,syrian haitian,ethnicgroup_right,title,syrian haitians
ethnicgroup_left,title,catalan american,ethnicgroup_right,title,catalan americans
ethnicgroup_left,title,egyptian canadian,ethnicgroup_right,title,egyptian canadians
ethnicgroup_left,title,laotian american,ethnicgroup_right,title,laotian americans
ethnicgroup_left,title,armenian american,ethnicgroup_right,title,armenian americans
ethnicgroup_left,title,guatemalan american,ethnicgroup_right,title,guatemalan americans
ethnicgroup_left,title,nepalese canadian,ethnicgroup_right,title,nepalese canadians
ethnicgroup_left,title,west indian american,ethnicgroup_right,title,west indian americans
ethnicgroup_left,title,albanian american,ethnicgroup_right,title,albanian americans
ethnicgroup_left,title,sierra leonean american,ethnicgroup_right,title,sierra leonean americans
ethnicgroup_left,title,baraba tatar,ethnicgroup_right,title,baraba tatars
ethnicgroup_left,title,franco-albertan,ethnicgroup_right,title,franco-albertans
ethnicgroup_left,title,peruvian american,ethnicgroup_right,title,peruvian americans
ethnicgroup_left,title,haitian canadians,ethnicgroup_right,title,haitian canadian
ethnicgroup_left,title,peruvian people,ethnicgroup_right,title,peruvians
ethnicgroup_left,title,history of the jews in burma,ethnicgroup_right,title,history of the jews in myanmar
ethnicgroup_left,title,asian canadian,ethnicgroup_right,title,asian canadians
ethnicgroup_left,title,bangladeshi canadian,ethnicgroup_right,title,bangladeshi canadians
ethnicgroup_left,title,asian latin american,ethnicgroup_right,title,asian latin americans
ethnicgroup_left,title,bosnian american,ethnicgroup_right,title,bosnian americans
ethnicgroup_left,title,pashtun people,ethnicgroup_right,title,pashtuns
ethnicgroup_left,title,manx australian,ethnicgroup_right,title,manx australians
ethnicgroup_left,title,filipino people,ethnicgroup_right,title,filipinos
ethnicgroup_left,title,angolan american,ethnicgroup_right,title,angolan americans
ethnicgroup_left,title,hong kong american,ethnicgroup_right,title,hong kong americans
ethnicgroup_left,title,chilean australian,ethnicgroup_right,title,chilean australians
ethnicgroup_left,title,afghan australian,ethnicgroup_right,title,afghan australians
magazine_left,title,computing (urdu magazine),magazine_right,title,computing (urdu magazine)
magazine_left,title,hero (magazine),magazine_right,title,hero (magazine)
magazine_left,title,the trades,magazine_right,title,the trades
magazine_left,title,owl (magazine),magazine_right,title,owl (magazine)
magazine_left,title,relevant (magazine),magazine_right,title,relevant (magazine)
magazine_left,title,dhanam (business magazine),magazine_right,title,dhanam (business magazine)
magazine_left,title,sportsnet magazine,magazine_right,title,sportsnet magazine
magazine_left,title,australian women's weekly,magazine_right,title,the australian women's weekly
magazine_left,title,"o, the oprah magazine",magazine_right,title,o: the oprah magazine
magazine_left,title,official playstation magazine (australia),magazine_right,title,playstation official magazine - australia
magazine_left,title,film magazine,magazine_right,title,film magazine (magazine)
magazine_left,title,caravan (magazine),magazine_right,title,caravan magazine
magazine_left,title,hotdog magazine,magazine_right,title,hotdog (magazine)
magazine_left,title,fortnight magazine,magazine_right,title,fortnight (magazine)
magazine_left,title,avotaynu magazine,magazine_right,title,avotaynu (magazine)
magazine_left,title,wipers times,magazine_right,title,the wipers times
magazine_left,title,louisville magazine,magazine_right,title,louisville (magazine)
magazine_left,title,due south (magazine),magazine_right,title,due south magazine
magazine_left,title,safari magazine,magazine_right,title,safari (magazine)
magazine_left,title,zest magazine,magazine_right,title,zest (magazine)
magazine_left,title,bowlers journal online,magazine_right,title,bowlers journal
magazine_left,title,air forces monthly,magazine_right,title,airforces monthly
magazine_left,title,orange coast (magazine),magazine_right,title,orange coast magazine
magazine_left,title,royal flush (magazine),magazine_right,title,royal flush magazine
magazine_left,title,next generation (magazine),magazine_right,title,next generation magazine
magazine_left,title,shokun,magazine_right,title,shokun!
magazine_left,title,forza milan,magazine_right,title,forza milan!
magazine_left,title,icon (magazine),magazine_right,title,icon magazine
magazine_left,title,playstation magazine,magazine_right,title,playstation official magazine - uk
magazine_left,title,atari age,magazine_right,title,atari age (magazine)
magazine_left,title,inout,magazine_right,title,in out
magazine_left,title,black sea security (journal),magazine_right,title,black sea security
magazine_left,title,kiss (magazine),magazine_right,title,kiss (japanese magazine)
magazine_left,title,canadian immigrant (magazine),magazine_right,title,canadian immigrant
magazine_left,title,boutique design (magazine),magazine_right,title,boutique design
magazine_left,title,the port folio,magazine_right,title,port folio (magazine)
magazine_left,title,fhm (india),magazine_right,title,fhm india
magazine_left,title,men's health (magazine),magazine_right,title,men's health
magazine_left,title,open magazine,magazine_right,title,open (magazine)
magazine_left,title,true detective,magazine_right,title,true detective (magazine)
magazine_left,title,nightshift (magazine),magazine_right,title,nightshift (oxford music magazine)
magazine_left,title,'47,magazine_right,title,'47 (magazine)
award_left,title,paeksang arts awards,award_right,title,paeksang arts awards
award_left,title,1999 brit awards,award_right,title,1999 brit awards
award_left,title,wendy schmidt oil cleanup x challenge,award_right,title,wendy schmidt oil cleanup x challenge
award_left,title,cyprus civil society awards,award_right,title,cyprus civil society awards
award_left,title,daytime emmy award for outstanding performer in an animated program,award_right,title,daytime emmy award for outstanding performer in an animated program
award_left,title,national football foundation gold medal winners,award_right,title,national football foundation gold medal winners
award_left,title,2004 brit awards,award_right,title,2004 brit awards
award_left,title,buck scholarship,award_right,title,buck scholarship
award_left,title,2009 brit awards,award_right,title,2009 brit awards
award_left,title,tricorder x prize,award_right,title,tricorder x prize
award_left,title,2008 brit awards,award_right,title,2008 brit awards
award_left,title,1998 brit awards,award_right,title,1998 brit awards
award_left,title,tvynovelas award for best lead actor,award_right,title,tvynovelas award for best leading actor
award_left,title,the summit league men's basketball player of the year,award_right,title,summit league men's basketball player of the year
award_left,title,the sporting news player of the year award,award_right,title,sporting news player of the year award
award_left,title,the sporting news pitcher of the year award,award_right,title,sporting news pitcher of the year award
award_left,title,the da vinci medallion,award_right,title,da vinci medallion
award_left,title,pmpc star awards for tv 2009 winners,award_right,title,pmpc star awards for tv 2009
award_left,title,grammy award for best regional mexican or tejano album,award_right,title,grammy award for best regional mexican music album (including tejano)
award_left,title,bafta rising star award,award_right,title,"rising star award, bafta"
award_left,title,deadly awards,award_right,title,the deadly awards
award_left,title,andrew carnegie medals for excellence in fiction and nonfiction,award_right,title,carnegie medals for excellence in fiction & nonfiction
award_left,title,heinz award,award_right,title,heinz awards
award_left,title,awit award,award_right,title,awit awards
award_left,title,guldbagge award,award_right,title,guldbagge awards
award_left,title,prince of asturias awards,award_right,title,princess of asturias awards
award_left,title,holberg prize,award_right,title,holberg international memorial prize
award_left,title,"grammy award for best latin rock, urban or alternative album",award_right,title,grammy award for best latin rock/alternative album
award_left,title,kbs drama acting awards,award_right,title,kbs drama awards
award_left,title,bafta film award for newcomer to leading film roles,award_right,title,bafta award for most promising newcomer to leading film roles
award_left,title,list of senior class award men's lacrosse winners,award_right,title,list of lowe's senior class award men's lacrosse winners
award_left,title,national lifeguard service,award_right,title,national lifeguard
award_left,title,nu rock award,award_right,title,nu rock awards
award_left,title,british academy video games awards,award_right,title,british academy games awards
award_left,title,aacta award for best visual effects,award_right,title,aacta award for best visual effects or animation
award_left,title,list of senior class award softball winners,award_right,title,list of lowe's senior class award softball winners
award_left,title,1st critics' choice television awards,award_right,title,critics' choice television award
award_left,title,2003 altazor awards,award_right,title,altazor award
tournament_left,title,2009 viva world cup,soccertournament_right,title,2009 viva world cup
tournament_left,title,2012 j. league cup,soccertournament_right,title,2012 j.league cup
tournament_left,title,2004 copa de tejas,soccertournament_right,title,2004 copa de tejas
tournament_left,title,1949 nafc championship,soccertournament_right,title,nafc championship 1949
tournament_left,title,2004 uefa european under-19 football championship,soccertournament_right,title,2004 uefa european under-19 championship
tournament_left,title,1969 uefa european under-18 football championship,soccertournament_right,title,1969 uefa european under-18 championship
tournament_left,title,1968 uefa european under-18 football championship,soccertournament_right,title,1968 uefa european under-18 championship
tournament_left,title,1947 nafc championship,soccertournament_right,title,nafc championship 1947
tournament_left,title,1992 uefa european under-21 football championship,soccertournament_right,title,1992 uefa european under-21 championship
tournament_left,title,1979 uefa european under-18 football championship,soccertournament_right,title,1979 uefa european under-18 championship
tournament_left,title,1978 uefa european under-18 football championship,soccertournament_right,title,1978 uefa european under-18 championship
tournament_left,title,1995 uefa european under-16 football championship,soccertournament_right,title,1995 uefa european under-16 championship
tournament_left,title,1990 uefa european under-18 football championship,soccertournament_right,title,1990 uefa european under-18 championship
tournament_left,title,1991 north american nations cup,soccertournament_right,title,north american nations cup 1991
tournament_left,title,1996 uefa european under-21 football championship,soccertournament_right,title,1996 uefa european under-21 championship
tournament_left,title,1960 uefa european under-18 football championship,soccertournament_right,title,1960 uefa european under-18 championship
tournament_left,title,2002 uefa european under-17 football championship,soccertournament_right,title,2002 uefa european under-17 championship
tournament_left,title,2001 uefa european under-18 football championship,soccertournament_right,title,2001 uefa european under-18 championship
tournament_left,title,1997 uefa european under-16 football championship,soccertournament_right,title,1997 uefa european under-16 championship
tournament_left,title,1999 uefa european under-16 football championship,soccertournament_right,title,1999 uefa european under-16 championship
tournament_left,title,1982 uefa european under-16 football championship,soccertournament_right,title,1982 uefa european under-16 championship
tournament_left,title,1988 uefa european under-18 football championship,soccertournament_right,title,1988 uefa european under-18 championship
tournament_left,title,1988 uefa european under-16 football championship,soccertournament_right,title,1988 uefa european under-16 championship
tournament_left,title,2012 uefa european under-17 football championship,soccertournament_right,title,2012 uefa european under-17 championship
tournament_left,title,2010 uefa european under-19 football championship,soccertournament_right,title,2010 uefa european under-19 championship
tournament_left,title,2009 uefa european under-17 football championship,soccertournament_right,title,2009 uefa european under-17 championship
tournament_left,title,1990 melanesia cup,soccertournament_right,title,melanesia cup 1990
tournament_left,title,2006 uefa european under-21 football championship,soccertournament_right,title,2006 uefa european under-21 championship
tournament_left,title,2011 uefa european under-21 football championship,soccertournament_right,title,2011 uefa european under-21 championship
tournament_left,title,2010 uefa european under-17 football championship,soccertournament_right,title,2010 uefa european under-17 championship
tournament_left,title,2013 uefa european under-21 football championship,soccertournament_right,title,2013 uefa european under-21 championship
tournament_left,title,1961 ncaa division i men's soccer championship,soccertournament_right,title,1961 ncaa men's soccer championship
tournament_left,title,1970 ncaa division i men's soccer championship,soccertournament_right,title,1970 ncaa men's soccer championship
tournament_left,title,2012 ofc women's pre-olympic football tournament,soccertournament_right,title,2012 ofc women's olympic qualifying football tournament
tournament_left,title,cyprus four nations football tournament 2008,soccertournament_right,title,2008 cyprus four nations football tournament
tournament_left,title,2003 african under-17 championship,soccertournament_right,title,2003 african u-17 championship
tournament_left,title,2013 african u-17 championship,soccertournament_right,title,2013 african under-17 championship
tournament_left,title,2005 setanta sports cup,soccertournament_right,title,2005 setanta cup
tournament_left,title,1997 african youth championship,soccertournament_right,title,1997 african under-17 championship
noble_left,title,"jean, duc decazes",noble_left,title,"jean, duc decazes"
noble_left,title,"john ii, count of blois",noble_left,title,"john ii, count of blois"
noble_left,title,abdagases i,noble_left,title,abdagases i
noble_left,title,schildenfeld,noble_left,title,schildenfeld
noble_left,title,mille-marie treschow,noble_left,title,mille-marie treschow
noble_left,title,"eckhard i, count of scheyern",noble_left,title,"eckhard i, count of scheyern"
noble_left,title,"helmold iii, count of schwerin",noble_left,title,"helmold iii, count of schwerin"
noble_left,title,guntheuc,noble_left,title,guntheuc
noble_left,title,amade aba,noble_left,title,amade aba
noble_left,title,stefan czarniecki,noble_left,title,stefan czarniecki
noble_left,title,jan lubomirski,noble_left,title,jan lubomirski
noble_left,title,hieronim jarosz sieniawski,noble_left,title,hieronim jarosz sieniawski
noble_left,title,jean iii de brosse,noble_left,title,jean iii de brosse
noble_left,title,torquato conti,noble_left,title,torquato conti
noble_left,title,fujiwara no mototsune,noble_left,title,fujiwara no mototsune
noble_left,title,feodor ostrogski,noble_left,title,feodor ostrogski
noble_left,title,"georg albrecht, margrave of brandenburg-bayreuth-kulmbach",noble_left,title,"georg albrecht, margrave of brandenburg-bayreuth-kulmbach"
noble_left,title,du bo,noble_left,title,du bo
noble_left,title,fuzhen,noble_left,title,fuzhen
noble_left,title,jean-louis d'usson,noble_left,title,jean-louis d'usson
noble_left,title,tomasz franciszek zamoyski,noble_left,title,tomasz franciszek zamoyski
noble_left,title,abdallah bin jiluwi,noble_left,title,abdallah bin jiluwi
noble_left,title,"john blount, 3rd baron mountjoy",noble_left,title,"john blount, 3rd baron mountjoy"
noble_left,title,duarte de sousa da mata coutinho,noble_left,title,duarte de sousa da mata coutinho
noble_left,title,albert gaspard grimod,noble_left,title,albert gaspard grimod
noble_left,title,"petronilla, countess of bigorre",noble_left,title,"petronilla, countess of bigorre"
noble_left,title,"johann reinhard ii, count of hanau-lichtenberg",noble_left,title,"johann reinhard ii, count of hanau-lichtenberg"
noble_left,title,hrehory chodkiewicz,noble_left,title,hrehory chodkiewicz
noble_left,title,abd al-rahman ben uqba,noble_left,title,abd al-rahman ben uqba
noble_left,title,gjergj arianiti,noble_left,title,gjergj arianiti
noble_left,title,"henri-nompar de caumont, duc de la force",noble_left,title,"henri-nompar de caumont, duc de la force"
noble_left,title,mubukwanu,noble_left,title,mubukwanu
noble_left,title,"christian otto, wild- and rhinegrave of salm-dhaun",noble_left,title,"christian otto, wild- and rhinegrave of salm-dhaun"
noble_left,title,konstanty ludwik plater,noble_left,title,konstanty ludwik plater
noble_left,title,pedro madruga,noble_left,title,pedro madruga
noble_left,title,manuel komnenos doukas,noble_left,title,manuel komnenos doukas
noble_left,title,dalfi d'alvernha,noble_left,title,dalfi d'alvernha
noble_left,title,andronikos komnenos (son of john ii),noble_left,title,andronikos komnenos (son of john ii)
noble_left,title,anthony hungerford of black bourton,noble_left,title,anthony hungerford of black bourton
noble_left,title,"william de montacute, 2nd baron montacute",noble_left,title,"william de montacute, 2nd baron montacute"
noble_left,title,jean de nogaret de la valette,noble_left,title,jean de nogaret de la valette
noble_left,title,eric of brunswick-grubenhagen,noble_left,title,eric of brunswick-grubenhagen
noble_left,title,ocko i tom brok,noble_left,title,ocko i tom brok
noble_left,title,ulrike louise of solms-braunfels,noble_left,title,ulrike louise of solms-braunfels
noble_left,title,eadnoth the constable,noble_left,title,eadnoth the constable
noble_left,title,sebestyanos,noble_left,title,sebestyanos
noble_left,title,hartmann of dillingen,noble_left,title,hartmann of dillingen
noble_left,title,frederick tuta,noble_left,title,frederick tuta
noble_left,title,dilshad khatun,noble_left,title,dilshad khatun
noble_left,title,alboino i della scala,noble_left,title,alboino i della scala
artwork_left,title,portrait of princess saint joana,givenname_left,title,joana
case_left,title,dann v. johnston,case_left,title,dann v. johnston
case_left,title,62 cases of jam v. united states,case_left,title,62 cases of jam v. united states
case_left,title,"cipollone v. liggett group, inc.",case_left,title,"cipollone v. liggett group, inc."
case_left,title,cohen v. beneficial industrial loan corp.,case_left,title,cohen v. beneficial industrial loan corp.
case_left,title,ex parte joins,case_left,title,ex parte joins
case_left,title,wainwright v. witt,case_left,title,wainwright v. witt
case_left,title,board of estimate of city of new york v. morris,case_left,title,board of estimate of city of new york v. morris
case_left,title,coon v. wilson,case_left,title,coon v. wilson
case_left,title,albertson v. subversive activities control board,case_left,title,albertson v. subversive activities control board
case_left,title,beal v. doe,case_left,title,beal v. doe
case_left,title,united states v. phellis,case_left,title,united states v. phellis
case_left,title,united states v. ninety-five barrels alleged apple cider vinegar,case_left,title,united states v. ninety-five barrels alleged apple cider vinegar
case_left,title,stop the beach renourishment v. florida department of environmental protection,case_left,title,stop the beach renourishment v. florida department of environmental protection
case_left,title,christopher v. smithkline beecham corp.,case_left,title,christopher v. smithkline beecham corp.
case_left,title,sheldon v. sill,case_left,title,sheldon v. sill
case_left,title,hammer v. dagenhart,case_left,title,hammer v. dagenhart
case_left,title,"hall street associates, l.l.c. v. mattel, inc.",case_left,title,"hall street associates, l.l.c. v. mattel, inc."
case_left,title,wygant v. jackson board of education,case_left,title,wygant v. jackson board of education
case_left,title,samuels v. mccurdy,case_left,title,samuels v. mccurdy
case_left,title,linda r. s. v. richard d.,case_left,title,linda r. s. v. richard d.
case_left,title,ginsberg v. new york,case_left,title,ginsberg v. new york
case_left,title,"sears, roebuck & co. v. stiffel co.",case_left,title,"sears, roebuck & co. v. stiffel co."
case_left,title,alexander v. sandoval,case_left,title,alexander v. sandoval
case_left,title,huddleston v. united states,case_left,title,huddleston v. united states
case_left,title,united states v. jones (2012),case_left,title,united states v. jones (2012)
case_left,title,wilbur-ellis co. v. kuther,case_left,title,wilbur-ellis co. v. kuther
case_left,title,knox v. greenleaf,case_left,title,knox v. greenleaf
case_left,title,citizens to preserve overton park v. volpe,case_left,title,citizens to preserve overton park v. volpe
case_left,title,"warner-jenkinson company, inc. v. hilton davis chemical co.",case_left,title,"warner-jenkinson company, inc. v. hilton davis chemical co."
case_left,title,baggett v. bullitt,case_left,title,baggett v. bullitt
case_left,title,botiller v. dominguez,case_left,title,botiller v. dominguez
case_left,title,tinker v. des moines independent community school district,case_left,title,tinker v. des moines independent community school district
case_left,title,o'connor v. ortega,case_left,title,o'connor v. ortega
case_left,title,cox broadcasting corp. v. cohn,case_left,title,cox broadcasting corp. v. cohn
case_left,title,mckaskle v. wiggins,case_left,title,mckaskle v. wiggins
case_left,title,watson v. fort worth bank & trust,case_left,title,watson v. fort worth bank & trust
case_left,title,speiser v. randall,case_left,title,speiser v. randall
case_left,title,kunz v. new york,case_left,title,kunz v. new york
case_left,title,frisbie v. collins,case_left,title,frisbie v. collins
case_left,title,comcast corp. v. behrend,case_left,title,comcast corp. v. behrend
case_left,title,continental television v. gte sylvania,case_left,title,continental television v. gte sylvania
case_left,title,forest grove school district v. t. a.,case_left,title,forest grove school district v. t. a.
case_left,title,lauro lines s.r.l. v. chasser et al.,case_left,title,lauro lines s.r.l. v. chasser et al.
case_left,title,capron v. van noorden,case_left,title,capron v. van noorden
case_left,title,mazer v. stein,case_left,title,mazer v. stein
case_left,title,depierre v. united states,case_left,title,depierre v. united states
case_left,title,"mayo collaborative services v. prometheus laboratories, inc.",case_left,title,"mayo collaborative services v. prometheus laboratories, inc."
case_left,title,united states v. haggar apparel co.,case_left,title,united states v. haggar apparel co.
case_left,title,ashwander v. tennessee valley authority,case_left,title,ashwander v. tennessee valley authority
case_left,title,oregon dept. of fish and wildlife v. klamath indian tribe,case_left,title,oregon dept. of fish and wildlife v. klamath indian tribe
soccerleague_left,title,nsw super league,rugbyleague_right,title,intrust super premiership nsw
sportsleague_left,title,paris sevens,rugbyleague_left,title,paris sevens
sportsleague_left,title,group 19 rugby league,rugbyleague_left,title,group 19 rugby league
sportsleague_left,title,super league (australia),rugbyleague_left,title,super league (australia)
sportsleague_left,title,campeonato nacional de rugby feminino,rugbyleague_left,title,campeonato nacional de rugby feminino
sportsleague_left,title,caribbean women's rugby championship,rugbyleague_left,title,caribbean women's rugby championship
sportsleague_left,title,coupe falcou,rugbyleague_left,title,coupe falcou
sportsleague_left,title,usa rugby league,rugbyleague_left,title,usa rugby league
sportsleague_left,title,national league 3 south west,rugbyleague_left,title,national league 3 south west
sportsleague_left,title,belgian elite league,rugbyleague_left,title,belgian elite league
sportsleague_left,title,churchill cup,rugbyleague_left,title,churchill cup
sportsleague_left,title,australian provincial championship,rugbyleague_left,title,australian provincial championship
sportsleague_left,title,eastern counties 1,rugbyleague_left,title,eastern counties 1
sportsleague_left,title,cronulla-sutherland district rugby football league,rugbyleague_left,title,cronulla-sutherland district rugby football league
sportsleague_left,title,women's premiership,rugbyleague_left,title,women's premiership
sportsleague_left,title,2nd rugby-bundesliga,rugbyleague_left,title,2nd rugby-bundesliga
sportsleague_left,title,south american women's sevens championship,rugbyleague_left,title,south american women's sevens championship
sportsleague_left,title,french rugby league championship,rugbyleague_left,title,french rugby league championship
sportsleague_left,title,tribute somerset premier,rugbyleague_left,title,tribute somerset premier
sportsleague_left,title,women's six nations championship,rugbyleague_left,title,women's six nations championship
sportsleague_left,title,rugby league world sevens,rugbyleague_left,title,rugby league world sevens
sportsleague_left,title,national rugby league,rugbyleague_left,title,national rugby league
sportsleague_left,title,dorset & wilts 3 south,rugbyleague_left,title,dorset & wilts 3 south
sportsleague_left,title,shepherd neame kent 2,rugbyleague_left,title,shepherd neame kent 2
sportsleague_left,title,rfl community shield,rugbyleague_left,title,rfl community shield
sportsleague_left,title,east german rugby union championship,rugbyleague_left,title,east german rugby union championship
sportsleague_left,title,berks/bucks & oxon 2,rugbyleague_left,title,berks/bucks & oxon 2
sportsleague_left,title,surrey 4,rugbyleague_left,title,surrey 4
sportsleague_left,title,dorset & wilts 1 south,rugbyleague_left,title,dorset & wilts 1 south
sportsleague_left,title,cook cup,rugbyleague_left,title,cook cup
sportsleague_left,title,affiliated states championship,rugbyleague_left,title,affiliated states championship
sportsleague_left,title,torneo del noroeste,rugbyleague_left,title,torneo del noroeste
sportsleague_left,title,norway rugby championship,rugbyleague_left,title,norway rugby championship
sportsleague_left,title,varsity rugby,rugbyleague_left,title,varsity rugby
sportsleague_left,title,iwrf european championship,rugbyleague_left,title,iwrf european championship
sportsleague_left,title,welsh conference junior league,rugbyleague_left,title,welsh conference junior league
sportsleague_left,title,fairplay index,rugbyleague_left,title,fairplay index
sportsleague_left,title,midlands 5 east (north),rugbyleague_left,title,midlands 5 east (north)
sportsleague_left,title,essex canterbury jack 1,rugbyleague_left,title,essex canterbury jack 1
sportsleague_left,title,hungarian national championship i (rugby union),rugbyleague_left,title,hungarian national championship i (rugby union)
sportsleague_left,title,all-japan university rugby championship,rugbyleague_left,title,all-japan university rugby championship
sportsleague_left,title,group 3 rugby league,rugbyleague_left,title,group 3 rugby league
sportsleague_left,title,pacific women's sevens championship,rugbyleague_left,title,pacific women's sevens championship
sportsleague_left,title,heartland championship,rugbyleague_left,title,heartland championship
sportsleague_left,title,european shield,rugbyleague_left,title,european shield
sportsleague_left,title,dorset & wilts 2 north,rugbyleague_left,title,dorset & wilts 2 north
sportsleague_left,title,herts/middlesex 1,rugbyleague_left,title,herts/middlesex 1
sportsleague_left,title,fogs colts challenge,rugbyleague_left,title,fogs colts challenge
sportsleague_left,title,queensland cup,rugbyleague_left,title,queensland cup
sportsleague_left,title,melbourne rugby league,rugbyleague_left,title,melbourne rugby league
sportsleague_left,title,all stars match,rugbyleague_left,title,all stars match
venue_left,title,gwangju baseball stadium,stadium_left,title,gwangju mudeung baseball stadium
unitofwork_left,title,bush v. gore,election_left,title,"united states presidential election, 2000"
givenname_left,title,tatsuhito,wrestler_left,title,tatsuhito takaiwa
givenname_left,title,kazutoshi,wrestler_left,title,kinoarashi kazutoshi
givenname_left,title,nobuyuki,wrestler_left,title,daishi nobuyuki
givenname_left,title,tsubasa,wrestler_left,title,tsubasa kuragaki
givenname_left,title,hiromitsu,wrestler_left,title,kitaseumi hiromitsu
givenname_left,title,masakuni,wrestler_left,title,chikubayama masakuni
givenname_left,title,kuniyuki,wrestler_left,title,kurosegawa kuniyuki
givenname_left,title,masanobu,wrestler_left,title,chiyonoyama masanobu
givenname_left,title,mitsuo,wrestler_left,title,mitsuo momota
givenname_left,title,tomoharu,wrestler_left,title,masunoyama tomoharu
givenname_left,title,vladislav,wrestler_left,title,vladislav metodiev
givenname_left,title,wolfgang,wrestler_left,title,wolfgang ehrl
givenname_left,title,daisuke,wrestler_left,title,takarafuji daisuke
givenname_left,title,megumi,wrestler_left,title,megumi kudo
givenname_left,title,shinobu,wrestler_left,title,shinobu kandori
givenname_left,title,hikaru,wrestler_left,title,hikaru kawabata
givenname_left,title,motoyasu,wrestler_left,title,ushiomaru motoyasu
givenname_left,title,tetsushi,wrestler_left,title,miyabiyama tetsushi
givenname_left,title,hirotoshi,wrestler_left,title,aobayama hirotoshi
givenname_left,title,tatsuya,wrestler_left,title,kurama tatsuya
givenname_left,title,eiichi,wrestler_left,title,iwashita eiichi
givenname_left,title,masatsugu,wrestler_left,title,yoshikaze masatsugu
tournament_left,title,2008 fifth third bank tennis championships,tennistournament_left,title,2008 fifth third bank tennis championships
tournament_left,title,2012 john newcombe women's pro challenge,tennistournament_left,title,2012 john newcombe women's pro challenge
tournament_left,title,2012 proton malaysian open,tennistournament_left,title,2012 proton malaysian open
tournament_left,title,1990 ebel u.s. pro indoor,tennistournament_left,title,1990 ebel u.s. pro indoor
tournament_left,title,2002 us open (tennis),tennistournament_left,title,2002 us open (tennis)
tournament_left,title,1990 belgian indoor championships,tennistournament_left,title,1990 belgian indoor championships
tournament_left,title,1990 norstar bank hamlet challenge cup,tennistournament_left,title,1990 norstar bank hamlet challenge cup
tournament_left,title,2010 aberto de bahia,tennistournament_left,title,2010 aberto de bahia
tournament_left,title,2013 mcdonald's burnie international,tennistournament_left,title,2013 mcdonald's burnie international
tournament_left,title,2003 hopman cup,tennistournament_left,title,2003 hopman cup
tournament_left,title,1997 newsweek champions cup and the state farm evert cup,tennistournament_left,title,1997 newsweek champions cup and the state farm evert cup
tournament_left,title,2009 usta challenger of oklahoma,tennistournament_left,title,2009 usta challenger of oklahoma
tournament_left,title,1995 newsweek champions cup and the state farm evert cup,tennistournament_left,title,1995 newsweek champions cup and the state farm evert cup
tournament_left,title,2012 comerica bank challenger,tennistournament_left,title,2012 comerica bank challenger
tournament_left,title,2004 canada masters and the rogers at&t cup,tennistournament_left,title,2004 canada masters and the rogers at&t cup
tournament_left,title,1986 grand prix german open,tennistournament_left,title,1986 grand prix german open
tournament_left,title,2012 international german open,tennistournament_left,title,2012 international german open
tournament_left,title,2010 regions morgan keegan championships and the cellular south cup,tennistournament_left,title,2010 regions morgan keegan championships and the cellular south cup
tournament_left,title,2010 bnp paribas open,tennistournament_left,title,2010 bnp paribas open
tournament_left,title,2012 slovak open,tennistournament_left,title,2012 slovak open
tournament_left,title,1991 newsweek champions cup and the virginia slims of palm springs,tennistournament_left,title,1991 newsweek champions cup and the virginia slims of palm springs
tournament_left,title,2012 tevlin women's challenger,tennistournament_left,title,2012 tevlin women's challenger
