title
"crude and sexual humor, language and some drug content"
"strong violence, sexual content and adult language"
"some thematic elements, rude humor and action"
for some sequences of scary action and peril
Suitable for children ages 7 and older
rude humor and some action
for rude humor and action
mild thematic elements
for action and some rude humor
Suitable for all ages.
Suitable for all ages.
Parental guidance suggested. May not be suitable for children.
General Audiences. Suitable for all ages.
some rude dialogue
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
"some rude humor, language and some scary action"
mild sci-fi action
"language, some comic violence and mild sex-related humor"
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
mild suggestive humor
sequences of martial arts action
"thematic elements, scary images, some language and suggestive humor"
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
General Audiences. Suitable for all ages.
Suitable for all ages.
Parental guidance suggested. May not be suitable for all children.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
mild action and some rude humor
mild action and rude humor
Suitable for all ages.
Suitable for all ages.
action and rude humor
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for all ages.
"some scary images, action and rude humor"
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for all ages.
martial arts action and some mild rude humor
Suitable for all ages.
"some thematic elements, rude humor and action"
for some sequences of scary action and peril
rude humor and some action
General Audiences. Suitable for all ages.
for rude humor and action
fantasy action/peril and some language
"for action/peril, some scary moments and brief rude humor"
for action and some rude humor
"for action, peril and brief language"
"thematic elements, scary images, action and peril"
Suitable for all ages.
Suitable for all ages.
""
Suitable for children ages 7 and older
Parental guidance suggested. May not be suitable for children.
General Audiences. Suitable for all ages.
moderate adult language and intense action
General Audiences. Suitable for all ages.
intense scenes dealing with strong content
Parental guidance suggested. May not be suitable for children.
General Audiences. Suitable for all ages.
mild thematic material and language
General Audiences. Suitable for all ages.
Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
fantasy action and mild language
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
"some action violence involving gunplay, and mild rude humor"
Suitable for all ages.
Parental guidance suggested. May not be suitable for all children.
some scary moments
Suitable for all ages.
Suitable for children ages 7 and older
Suitable for all ages.
Suitable for all ages.
"scary images, suggestive material, some language and smoking"
General Audiences. Suitable for all ages.
"some scary images, perilous action sequences and mild rude humor"
Suitable for children ages 7 and older
General Audiences. Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
fantasy action/peril and some language
"rude and suggestive humor, and some action"
Suitable for children ages 7 and older
some rude humor
Suitable for children ages 7 and older
slapstick action and mild language
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
"some rude humor, language and some scary action"
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
mild thematic elements
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
fantasy action and mild language
Suitable for all ages.
General Audiences. Suitable for all ages.
Suitable for children ages 7 and older
General Audiences. Suitable for all ages.
"violence and menacing action, rude humor, suggestive content and thematic elements"
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for all ages.
Parental guidance suggested. May not be suitable for all children.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
"some scary images, perilous action sequences and mild rude humor"
Parental guidance suggested. May not be suitable for children.
Suitable for children ages 7 and older.  Content contains fantasy violence.
some peril
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for all ages.
Parental guidance suggested. May not be suitable for children.
Suitable for all ages.
Suitable for all ages.
"some scary images, action and rude humor"
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
General Audiences. Suitable for all ages.
for action and some rude humor
Suitable for children ages 7 and older
Suitable for children ages 7 and older
Parental guidance suggested. May not be suitable for children.
General Audiences. Suitable for all ages.
moderate adult language and intense action
General Audiences. Suitable for all ages.
intense scenes dealing with strong content
Parental guidance suggested. May not be suitable for children.
General Audiences. Suitable for all ages.
mild thematic material and language
General Audiences. Suitable for all ages.
Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
fantasy action and mild language
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
"some action violence involving gunplay, and mild rude humor"
Suitable for all ages.
Parental guidance suggested. May not be suitable for all children.
some scary moments
Suitable for all ages.
Suitable for children ages 7 and older
Suitable for all ages.
Suitable for all ages.
"scary images, suggestive material, some language and smoking"
General Audiences. Suitable for all ages.
"some scary images, perilous action sequences and mild rude humor"
Suitable for children ages 7 and older
General Audiences. Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
fantasy action/peril and some language
"rude and suggestive humor, and some action"
Suitable for children ages 7 and older
some rude humor
Suitable for children ages 7 and older
Parental guidance suggested. May not be suitable for children.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
moderate adult language and intense action
General Audiences. Suitable for all ages.
mild thematic material and language
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
Parental guidance suggested. May not be suitable for children.
General Audiences. Suitable for all ages.
animal action and humor
action violence
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
adult content and mld violence
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
fantasy action and mild language
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
"some scary images and action, and brief mild language"
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
some scary moments
Suitable for children ages 7 and older
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
General Audiences. Suitable for all ages.
Parental guidance suggested. May not be suitable for children.
General Audiences. Suitable for all ages.
some peril
Parental guidance suggested. May not be suitable for children.
Suitable for all ages.
General Audiences. Suitable for all ages.
"rude and suggestive humor, and some action"
""
Parental guidance suggested. May not be suitable for children.
mild language and action sequences
slapstick action and mild language
General Audiences. Suitable for all ages.
moderate adult language and intense action
General Audiences. Suitable for all ages.
Parental guidance suggested. May not be suitable for children.
mild thematic material and language
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
Parental guidance suggested. May not be suitable for children.
animal action and humor
mild language and comic action
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
Parental guidance suggested. May not be suitable for children.
some rude language and pranks
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
adult content and mld violence
General Audiences. Suitable for all ages.
some mild language and rough hockey action
Parental guidance suggested. May not be suitable for children.
fantasy action and mild language
General Audiences. Suitable for all ages.
"some mild, rude humor"
brief mild language and some rude behavior
some reckless behavior
Parental guidance suggested. May not be suitable for all children.
Suitable for all ages.
some mild thematic elements
Suitable for all ages.
General Audiences. Suitable for all ages.
Suitable for all ages.
Parental guidance suggested. May not be suitable for all children.
Suitable for all ages.
Suitable for all ages.
mild action and rude humor
some rude humor and sports action
Suitable for all ages.
Suitable for children ages 7 and older
Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
"for action/peril, some scary moments and brief rude humor"
for action and some rude humor
Suitable for all ages.
Suitable for all ages.
""
